"From","Media Type","Created","Content","Conversation Title","IsSender","Created(microseconds)","MainFrom","app","person"
"","MEDIA","2022-02-14 11:11:11 UTC","","",TRUE,1644837071036,"B","sp","f"
"","MEDIA","2022-01-26 05:40:25 UTC","","",TRUE,1643175625057,"B","sp","f"
"","MEDIA","2022-01-25 06:56:19 UTC","","",FALSE,1643093779673,"B","sp","f"
"","MEDIA","2022-01-16 21:49:54 UTC","","",TRUE,1642369794889,"B","sp","f"
"","MEDIA","2022-01-14 10:11:16 UTC","","",FALSE,1642155076578,"B","sp","f"
"","MEDIA","2022-01-13 22:02:38 UTC","","",TRUE,1642111358255,"B","sp","f"
"","TEXT","2022-01-12 22:00:27 UTC","","",TRUE,1642024827627,"B","sp","f"
"","TEXT","2022-01-11 15:10:38 UTC","","",TRUE,1641913838595,"B","sp","f"
"","MEDIA","2022-01-03 20:40:10 UTC","","",TRUE,1641242410115,"B","sp","f"
"","MEDIA","2022-01-01 11:52:57 UTC","","",TRUE,1641037977209,"B","sp","f"
"","MEDIA","2022-01-01 11:47:07 UTC","","",FALSE,1641037627268,"B","sp","f"
"","MEDIA","2022-01-01 11:47:01 UTC","","",FALSE,1641037621896,"B","sp","f"
"","MEDIA","2021-12-31 09:32:10 UTC","","",TRUE,1640943130067,"B","sp","f"
"","MEDIA","2021-12-31 09:31:54 UTC","","",TRUE,1640943114883,"B","sp","f"
"","MEDIA","2021-12-08 21:23:22 UTC","","",TRUE,1638998602503,"B","sp","f"
"","MEDIA","2021-11-14 02:12:19 UTC","","",TRUE,1636855939429,"B","sp","f"
"","MEDIA","2021-11-05 07:12:14 UTC","","",FALSE,1636096334940,"B","sp","f"
"","MEDIA","2021-11-05 06:35:27 UTC","","",TRUE,1636094127852,"B","sp","f"
"","MEDIA","2021-10-22 18:55:46 UTC","","",TRUE,1634928946403,"B","sp","f"
"","MEDIA","2021-10-12 14:40:19 UTC","","",TRUE,1634049619290,"B","sp","f"
"","MEDIA","2021-09-04 04:27:22 UTC","","",TRUE,1630729642686,"B","sp","f"
"","MEDIA","2021-08-21 13:07:33 UTC","","",TRUE,1629551253614,"B","sp","f"
"","MEDIA","2021-08-18 17:10:20 UTC","","",TRUE,1629306620240,"B","sp","f"
"","TEXT","2021-08-18 17:10:03 UTC","","",TRUE,1629306603641,"B","sp","f"
"","MEDIA","2021-08-17 19:32:21 UTC","","",TRUE,1629228741635,"B","sp","f"
"","MEDIA","2021-08-17 19:32:18 UTC","","",TRUE,1629228738585,"B","sp","f"
"","TEXT","2021-06-30 08:09:41 UTC","","",TRUE,1625040581849,"B","sp","f"
"","TEXT","2021-06-30 08:01:11 UTC","","",TRUE,1625040071470,"B","sp","f"
"","TEXT","2021-06-30 08:00:49 UTC","","",FALSE,1625040049782,"B","sp","f"
"","TEXT","2021-06-30 07:59:07 UTC","","",TRUE,1625039947682,"B","sp","f"
"","TEXT","2021-06-30 07:58:31 UTC","","",TRUE,1625039911512,"B","sp","f"
"","TEXT","2021-06-30 07:58:08 UTC","","",TRUE,1625039888621,"B","sp","f"
