"From","Media Type","Created","Content","Conversation Title","IsSender","Created(microseconds)","MainFrom","app","person"
"","TEXT","2022-03-17 09:05:43 UTC","","",FALSE,1647507943286,"C","sp","z"
"","MEDIA","2022-03-17 09:05:42 UTC","","",FALSE,1647507942779,"C","sp","z"
"","TEXT","2022-03-06 19:22:25 UTC","","",FALSE,1646594545823,"C","sp","z"
"","TEXT","2022-03-06 18:17:13 UTC","","",TRUE,1646590633498,"C","sp","z"
"","TEXT","2022-03-06 16:39:01 UTC","","",TRUE,1646584741837,"C","sp","z"
"","TEXT","2022-03-06 16:38:58 UTC","","",TRUE,1646584738036,"C","sp","z"
"","TEXT","2022-03-06 16:38:31 UTC","","",TRUE,1646584711611,"C","sp","z"
"","TEXT","2022-03-06 14:18:00 UTC","","",TRUE,1646576280746,"C","sp","z"
"","TEXT","2022-03-06 14:17:18 UTC","","",TRUE,1646576238175,"C","sp","z"
"","TEXT","2022-03-06 14:16:46 UTC","","",TRUE,1646576206396,"C","sp","z"
"","NOTE","2022-03-06 14:13:13 UTC","","",FALSE,1646575993463,"C","sp","z"
"","TEXT","2022-03-06 14:12:27 UTC","","",TRUE,1646575947380,"C","sp","z"
"","TEXT","2022-03-06 14:12:26 UTC","","",TRUE,1646575946212,"C","sp","z"
"","NOTE","2022-03-06 14:11:16 UTC","","",FALSE,1646575876319,"C","sp","z"
"","TEXT","2022-03-06 14:04:30 UTC","","",TRUE,1646575470619,"C","sp","z"
"","TEXT","2022-03-06 14:04:19 UTC","","",TRUE,1646575459202,"C","sp","z"
"","MEDIA","2022-03-06 14:04:04 UTC","","",TRUE,1646575444458,"C","sp","z"
"","TEXT","2022-03-06 14:03:34 UTC","","",TRUE,1646575414535,"C","sp","z"
"","NOTE","2022-03-06 13:46:24 UTC","","",FALSE,1646574384308,"C","sp","z"
"","TEXT","2022-03-06 13:45:10 UTC","","",FALSE,1646574310389,"C","sp","z"
"","TEXT","2022-03-06 13:45:09 UTC","","",FALSE,1646574309007,"C","sp","z"
"","TEXT","2022-03-06 13:34:36 UTC","","",TRUE,1646573676093,"C","sp","z"
