"From","Media Type","Created","Content","Conversation Title","IsSender","Created(microseconds)","MainFrom","app","person"
"","TEXT","2022-11-22 00:15:38 UTC","","",TRUE,1669076138949,"G","sp","a"
"","TEXT","2022-11-22 00:15:34 UTC","","",TRUE,1669076134281,"G","sp","a"
"","TEXT","2022-11-22 00:15:28 UTC","","",FALSE,1669076128185,"G","sp","a"
"","TEXT","2022-11-20 17:11:42 UTC","","",FALSE,1668964302854,"G","sp","a"
"","TEXT","2022-11-20 17:07:12 UTC","","",FALSE,1668964032502,"G","sp","a"
"","TEXT","2022-11-20 17:07:00 UTC","","",FALSE,1668964020853,"G","sp","a"
"","TEXT","2022-11-20 17:03:50 UTC","","",TRUE,1668963830614,"G","sp","a"
"","TEXT","2022-11-20 17:03:45 UTC","","",TRUE,1668963825411,"G","sp","a"
"","TEXT","2022-11-20 17:03:40 UTC","","",TRUE,1668963820146,"G","sp","a"
"","TEXT","2022-11-20 17:03:35 UTC","","",TRUE,1668963815863,"G","sp","a"
"","TEXT","2022-11-20 17:03:26 UTC","","",TRUE,1668963806373,"G","sp","a"
"","TEXT","2022-11-20 16:57:12 UTC","","",FALSE,1668963432380,"G","sp","a"
"","TEXT","2022-11-20 16:57:06 UTC","","",FALSE,1668963426155,"G","sp","a"
"","TEXT","2022-11-20 16:56:57 UTC","","",FALSE,1668963417017,"G","sp","a"
"","TEXT","2022-11-20 12:17:19 UTC","","",TRUE,1668946639012,"G","sp","a"
"","TEXT","2022-11-20 12:17:15 UTC","","",TRUE,1668946635774,"G","sp","a"
"","TEXT","2022-11-20 12:16:46 UTC","","",TRUE,1668946606591,"G","sp","a"
"","TEXT","2022-11-20 12:16:36 UTC","","",TRUE,1668946596484,"G","sp","a"
"","TEXT","2022-11-20 09:50:36 UTC","","",FALSE,1668937836010,"G","sp","a"
"","TEXT","2022-11-20 09:50:25 UTC","","",FALSE,1668937825974,"G","sp","a"
"","TEXT","2022-11-20 09:50:00 UTC","","",FALSE,1668937800343,"G","sp","a"
"","TEXT","2022-11-20 09:49:56 UTC","","",FALSE,1668937796822,"G","sp","a"
"","TEXT","2022-11-12 00:30:25 UTC","","",TRUE,1668213025538,"G","sp","a"
"","TEXT","2022-11-12 00:30:12 UTC","","",TRUE,1668213012708,"G","sp","a"
"","TEXT","2022-11-12 00:29:42 UTC","","",TRUE,1668212982788,"G","sp","a"
"","TEXT","2022-11-12 00:28:53 UTC","","",TRUE,1668212933718,"G","sp","a"
"","TEXT","2022-11-12 00:02:05 UTC","","",FALSE,1668211325957,"G","sp","a"
"","TEXT","2022-11-12 00:01:49 UTC","","",FALSE,1668211309668,"G","sp","a"
"","TEXT","2022-11-11 23:44:40 UTC","","",TRUE,1668210280819,"G","sp","a"
"","TEXT","2022-11-11 23:44:38 UTC","","",TRUE,1668210278841,"G","sp","a"
"","TEXT","2022-11-11 23:44:16 UTC","","",TRUE,1668210256498,"G","sp","a"
"","TEXT","2022-11-11 23:44:01 UTC","","",TRUE,1668210241685,"G","sp","a"
"","TEXT","2022-11-11 23:43:36 UTC","","",TRUE,1668210216045,"G","sp","a"
"","TEXT","2022-11-11 23:43:28 UTC","","",TRUE,1668210208883,"G","sp","a"
"","TEXT","2022-11-11 23:43:20 UTC","","",TRUE,1668210200943,"G","sp","a"
"","TEXT","2022-11-11 23:29:57 UTC","","",FALSE,1668209397178,"G","sp","a"
"","TEXT","2022-11-11 23:29:35 UTC","","",FALSE,1668209375814,"G","sp","a"
