"person","app","day","month","year","strDate","date"
"z","mg","03","12","2016","03-12-2016","20161203"
"z","mg","17","11","2016","17-11-2016","20161117"
"z","mg","17","11","2016","17-11-2016","20161117"
"z","mg","13","11","2016","13-11-2016","20161113"
"z","mg","11","11","2016","11-11-2016","20161111"
"z","mg","11","11","2016","11-11-2016","20161111"
"z","mg","11","11","2016","11-11-2016","20161111"
"z","mg","11","11","2016","11-11-2016","20161111"
"z","mg","10","11","2016","10-11-2016","20161110"
"z","mg","08","11","2016","08-11-2016","20161108"
"z","mg","08","11","2016","08-11-2016","20161108"
"z","mg","08","11","2016","08-11-2016","20161108"
"z","mg","08","11","2016","08-11-2016","20161108"
"z","mg","07","11","2016","07-11-2016","20161107"
"z","mg","07","11","2016","07-11-2016","20161107"
"z","mg","07","11","2016","07-11-2016","20161107"
"z","mg","03","11","2016","03-11-2016","20161103"
"z","mg","02","11","2016","02-11-2016","20161102"
"z","mg","02","11","2016","02-11-2016","20161102"
"z","mg","02","11","2016","02-11-2016","20161102"
"z","mg","02","11","2016","02-11-2016","20161102"
"z","mg","02","11","2016","02-11-2016","20161102"
"z","mg","31","10","2016","31-10-2016","20161031"
"z","mg","31","10","2016","31-10-2016","20161031"
"z","mg","31","10","2016","31-10-2016","20161031"
"z","mg","31","10","2016","31-10-2016","20161031"
"z","mg","30","10","2016","30-10-2016","20161030"
"z","mg","30","10","2016","30-10-2016","20161030"
"z","mg","30","10","2016","30-10-2016","20161030"
"z","mg","30","10","2016","30-10-2016","20161030"
"z","mg","30","10","2016","30-10-2016","20161030"
"z","mg","30","10","2016","30-10-2016","20161030"
"z","mg","30","10","2016","30-10-2016","20161030"
"z","mg","30","10","2016","30-10-2016","20161030"
"z","mg","30","10","2016","30-10-2016","20161030"
"z","mg","30","10","2016","30-10-2016","20161030"
"z","mg","30","10","2016","30-10-2016","20161030"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","29","10","2016","29-10-2016","20161029"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
"z","mg","28","10","2016","28-10-2016","20161028"
